Date,High,Low,Open,Close,Volume,Adj Close,Prev Close,change
2010-01-04,379.45,374.525,377.4,375.825,1963682.0,297.2203,,
2010-01-05,379.775,373.275,377.5,375.925,2014488.0,297.2993,375.825,0.0266
2010-01-06,376.1,366.5,375.925,367.425,3349176.0,290.5771,375.925,-2.2611
2010-01-07,369.7,355.5,367.75,357.2,6474892.0,282.4908,367.425,-2.7829
2010-01-08,359.25,348.25,358.0,349.9,6048178.0,276.7176,357.2,-2.0437
2010-01-11,360.05,350.2,352.0,357.1,4318408.0,282.4118,349.9,2.0577
2010-01-12,377.0,363.5,366.0,375.025,9027690.0,296.5876,357.1,5.0196
2010-01-13,398.2,372.325,372.5,394.275,10910272.0,311.8114,375.025,5.133
2010-01-14,399.225,384.675,399.225,389.925,10327614.0,308.3713,394.275,-1.1033
2010-01-15,399.8,386.125,398.0,395.7,7945008.0,312.9384,389.925,1.4811
2010-01-18,414.5,396.5,400.0,401.1,7261084.0,317.2089,395.7,1.3647
2010-01-19,401.1,389.325,401.1,390.35,5154850.0,308.7075,401.1,-2.6801
2010-01-20,396.1,385.45,396.1,389.7,4347054.0,308.1933,390.35,-0.1665
2010-01-21,395.975,383.95,386.125,385.325,5089504.0,304.7333,389.7,-1.1227
2010-01-22,382.5,372.35,380.5,378.925,7574990.0,299.6718,385.325,-1.6609
2010-01-25,382.75,370.575,378.75,378.1,3008286.0,299.0196,378.925,-0.2177
2010-01-27,379.85,370.075,375.0,371.65,4844398.0,294.6979,378.1,-1.7059
2010-01-28,378.975,363.85,374.75,370.875,6537196.0,294.0834,371.65,-0.2085
2010-01-29,369.9,356.075,367.0,368.1,5473326.0,291.8831,370.875,-0.7482
2010-02-01,381.4,360.0,367.175,373.075,3378012.0,295.8278,368.1,1.3515
2010-02-02,381.325,367.5,377.5,369.2,4739188.0,292.7552,373.075,-1.0387
2010-02-03,378.45,367.75,372.0,376.475,2977676.0,298.5239,369.2,1.9705
2010-02-04,376.95,366.25,376.475,369.35,2716612.0,292.8743,376.475,-1.8926
2010-02-05,367.5,358.3,367.5,361.75,4607118.0,286.8478,369.35,-2.0577
2010-02-08,367.375,354.075,364.5,362.075,4170344.0,287.1056,361.75,0.0898
2010-02-09,370.975,360.525,362.5,367.575,3005894.0,291.4666,362.075,1.519
2010-02-10,371.85,364.05,369.95,366.15,2337374.0,290.3367,367.575,-0.3877
2010-02-11,373.975,367.5,368.975,371.35,2413156.0,294.4601,366.15,1.4202
2010-02-15,375.0,369.275,375.0,373.075,1956482.0,295.8278,371.35,0.4645
2010-02-16,382.475,371.1,373.625,379.075,1660490.0,300.5856,373.075,1.6083
2010-02-17,383.975,376.275,382.45,379.325,2528290.0,300.7838,379.075,0.066
2010-02-18,383.475,377.75,380.0,379.4,1814806.0,300.8432,379.325,0.0198
2010-02-19,379.75,372.9,377.45,375.275,2215880.0,297.5723,379.4,-1.0872
