Date,High,Low,Open,Close,Volume,Adj Close,Prev Close,change
2007-01-02,327.94,322.0,326.0,323.91,188295.0,261.5238,,
2007-01-03,324.0,318.0,324.0,321.6,837040.0,259.6587,323.91,-0.7132
2007-01-04,323.94,314.0,323.94,315.74,1460180.0,254.9274,321.6,-1.8221
2007-01-05,327.6,310.62,317.8,323.63,2144880.0,261.2977,315.74,2.4989
2007-01-08,323.6,315.43,322.71,319.01,1737910.0,257.5675,323.63,-1.4276
2007-01-09,324.6,303.22,320.0,312.48,3133870.0,252.2952,319.01,-2.047
2007-01-10,313.0,304.0,312.0,305.65,1399085.0,246.7807,312.48,-2.1857
2007-01-11,313.6,302.86,313.6,304.51,1668530.0,245.8602,305.65,-0.373
2007-01-12,318.96,306.27,309.5,315.74,1502980.0,254.9274,304.51,3.6879
2007-01-15,325.19,316.25,321.8,319.3,2793865.0,257.8016,315.74,1.1275
2007-01-16,319.21,311.6,319.2,311.92,1327245.0,251.8432,319.3,-2.3113
2007-01-17,314.0,306.66,310.02,309.3,3112045.0,249.7277,311.92,-0.84
2007-01-18,323.0,309.6,309.6,319.9,1820850.0,258.2861,309.3,3.4271
2007-01-19,323.2,318.2,319.9,320.03,933605.0,258.391,319.9,0.0406
2007-01-22,323.8,315.2,316.25,322.37,1621875.0,260.2803,320.03,0.7312
2007-01-23,323.76,318.4,323.76,320.51,1610255.0,258.7786,322.37,-0.577
2007-01-24,330.22,318.0,321.98,328.22,1594415.0,265.0037,320.51,2.4055
2007-01-25,340.94,329.0,329.0,337.35,6100285.0,272.3752,328.22,2.7817
2007-01-29,338.02,330.21,338.02,333.91,2213655.0,269.5977,337.35,-1.0197
2007-01-31,337.2,328.05,336.0,334.77,1812460.0,270.2921,333.91,0.2576
2007-02-01,338.11,329.72,334.77,334.99,906535.0,270.4698,334.77,0.0657
2007-02-02,352.0,333.2,336.2,348.73,3967310.0,281.5633,334.99,4.1016
2007-02-05,365.6,345.6,345.6,364.07,3982055.0,293.9488,348.73,4.3988
2007-02-06,365.6,357.7,363.0,359.42,2258595.0,290.1945,364.07,-1.2772
2007-02-07,362.6,355.07,360.0,360.61,1337440.0,291.1552,359.42,0.3311
2007-02-08,364.0,352.62,357.62,361.39,1270645.0,291.785,360.61,0.2163
2007-02-09,365.0,358.2,361.0,363.35,2576165.0,293.3675,361.39,0.5423
2007-02-12,364.2,342.2,363.46,351.79,2165155.0,284.034,363.35,-3.1815
2007-02-13,355.54,340.0,349.94,344.71,3664485.0,278.3176,351.79,-2.0126
2007-02-14,347.28,325.8,344.0,336.61,3570350.0,271.7777,344.71,-2.3498
2007-02-15,346.99,335.22,338.0,338.5,1711600.0,273.3037,336.61,0.5615
2007-02-19,344.8,336.41,340.41,339.17,1360690.0,273.8447,338.5,0.1979
2007-02-20,340.2,329.6,340.0,330.6,663475.0,266.9252,339.17,-2.5268
2007-02-21,337.96,331.0,331.0,334.56,1718205.0,270.1226,330.6,1.1978
2007-02-22,340.0,330.0,334.6,332.41,1929695.0,268.3866,334.56,-0.6426
2007-02-23,335.6,317.04,334.23,320.78,2280110.0,258.9966,332.41,-3.4987
2007-02-26,325.94,314.0,325.94,321.27,2728805.0,259.3923,320.78,0.1527
2007-02-27,330.0,316.21,321.92,321.19,1871730.0,259.3276,321.27,-0.0249
2007-02-28,324.96,289.4,310.0,301.45,9293045.0,243.3897,321.19,-6.1459
2007-03-01,304.98,294.0,304.0,302.27,2492605.0,244.0517,301.45,0.272
2007-03-02,316.4,298.01,300.0,306.77,3358635.0,247.685,302.27,1.4887
2007-03-05,302.94,294.0,300.0,299.44,2555370.0,241.7668,306.77,-2.3894
2007-03-06,306.96,296.02,296.02,298.4,1183935.0,240.9271,299.44,-0.3473
2007-03-07,310.8,299.18,300.0,306.51,1940440.0,247.4751,298.4,2.7178
2007-03-08,313.0,302.24,308.0,309.36,798465.0,249.7761,306.51,0.9298
2007-03-09,318.77,304.22,314.0,312.73,1077390.0,252.497,309.36,1.0894
2007-03-12,323.0,310.0,310.2,316.5,1564645.0,255.5409,312.73,1.2055
2007-03-13,322.05,315.08,317.15,321.06,491470.0,259.2227,316.5,1.4408
2007-03-14,319.0,308.32,317.94,311.2,1306875.0,251.2617,321.06,-3.0711
2007-03-15,317.0,300.05,317.0,302.57,2751105.0,244.2939,311.2,-2.7731
2007-03-16,314.76,299.2,310.0,300.83,1671775.0,242.8891,302.57,-0.5751
2007-03-19,309.95,301.0,302.8,306.82,942210.0,247.7254,300.83,1.9912
2007-03-20,315.58,308.8,310.0,313.45,980120.0,253.0784,306.82,2.1609
2007-03-21,317.6,305.0,315.4,309.1,1702035.0,249.5661,313.45,-1.3878
2007-03-22,316.8,310.02,313.2,314.8,1312675.0,254.1684,309.1,1.8441
2007-03-23,322.4,312.02,315.0,318.78,2060925.0,257.3818,314.8,1.2643
2007-03-26,322.2,311.4,318.78,314.81,1627450.0,254.1765,318.78,-1.2454
2007-03-28,315.8,300.23,315.8,303.68,2484695.0,245.1901,314.81,-3.5355
2007-03-29,315.82,303.8,307.99,307.57,4618185.0,248.3309,303.68,1.281
2007-03-30,307.99,300.25,307.18,303.96,1574185.0,245.4162,307.57,-1.1737
2007-04-02,298.8,284.2,294.0,286.95,6204610.0,231.6824,303.96,-5.5961
2007-04-03,290.0,280.0,281.12,285.33,3762050.0,230.3744,286.95,-0.5646
2007-04-04,300.0,287.0,290.0,299.38,4015055.0,241.7183,285.33,4.9241
2007-04-05,306.78,297.2,300.0,305.42,1659235.0,246.595,299.38,2.0175
2007-04-09,312.89,306.6,306.6,311.44,1306865.0,251.4556,305.42,1.9711
2007-04-10,323.0,309.01,313.0,321.39,2808505.0,259.4891,311.44,3.1948
2007-04-11,322.8,313.4,322.8,316.37,1753655.0,255.436,321.39,-1.562
2007-04-12,315.0,303.6,315.0,307.85,3647260.0,248.557,316.37,-2.693
2007-04-13,314.54,305.0,310.0,312.61,2805835.0,252.4002,307.85,1.5462
2007-04-16,319.8,313.08,315.8,315.19,2229380.0,254.4833,312.61,0.8253
2007-04-17,320.0,312.6,319.0,316.33,1021080.0,255.4037,315.19,0.3617
2007-04-18,323.89,316.62,318.0,318.61,1265665.0,257.2445,316.33,0.7208
2007-04-19,314.98,310.2,312.4,312.38,2219500.0,252.2145,318.61,-1.9554
2007-04-20,333.98,312.46,312.46,330.11,4182650.0,266.5296,312.38,5.6758
2007-04-23,339.01,330.2,337.8,333.51,1599570.0,269.2748,330.11,1.03
2007-04-24,348.6,328.05,330.98,342.24,3610705.0,276.3234,333.51,2.6176
2007-04-25,353.0,342.04,350.0,351.12,3087860.0,283.4931,342.24,2.5947
2007-04-26,357.6,340.25,352.0,347.54,2756160.0,280.6025,351.12,-1.0196
2007-04-27,346.96,336.2,346.96,337.3,902805.0,272.3348,347.54,-2.9464
2007-04-30,338.6,326.0,335.26,333.27,1025660.0,269.081,337.3,-1.1948
2007-05-03,341.78,330.25,334.0,335.89,1735915.0,271.1964,333.27,0.7862
2007-05-04,341.4,325.22,337.0,326.68,2626170.0,263.7603,335.89,-2.742
2007-05-07,333.94,323.2,329.2,325.79,1015815.0,263.0417,326.68,-0.2724
2007-05-08,329.0,320.0,325.0,320.82,1273825.0,259.0289,325.79,-1.5255
2007-05-09,320.8,312.23,320.8,318.35,2569815.0,257.0346,320.82,-0.7699
2007-05-10,339.0,318.02,320.0,336.69,4105265.0,271.8423,318.35,5.761
2007-05-11,333.56,306.38,320.0,330.93,1205085.0,267.1917,336.69,-1.7108
2007-05-14,340.0,332.04,334.8,335.18,1462715.0,270.623,330.93,1.2843
2007-05-15,341.76,330.51,336.75,334.34,1661395.0,269.9449,335.18,-0.2506
2007-05-16,340.0,333.32,337.98,339.62,1343460.0,274.2079,334.34,1.5792
2007-05-17,348.93,340.02,340.4,342.19,1762420.0,276.283,339.62,0.7567
2007-05-18,342.8,336.2,342.6,340.48,1083085.0,274.9023,342.19,-0.4997
2007-05-21,347.18,340.8,344.0,343.63,1232450.0,277.4456,340.48,0.9252
2007-05-22,379.98,331.31,331.31,358.56,3807715.0,289.5,343.63,4.3448
2007-05-23,370.0,354.11,354.71,360.89,3730510.0,291.3813,358.56,0.6498
2007-05-24,362.78,350.0,362.78,351.47,866870.0,283.7756,360.89,-2.6102
2007-05-25,372.0,345.2,350.0,363.33,2559305.0,293.3513,351.47,3.3744
2007-05-28,379.6,367.0,368.0,369.17,2694820.0,298.0666,363.33,1.6074
2007-05-29,374.8,361.22,371.0,362.56,2318585.0,292.7296,369.17,-1.7905
2007-05-30,372.74,361.02,366.8,365.46,2808680.0,295.071,362.56,0.7999
2007-05-31,380.4,364.0,364.0,376.52,2404810.0,304.0009,365.46,3.0263
2007-06-01,379.8,370.26,376.0,372.68,2262240.0,300.9005,376.52,-1.0199
2007-06-04,384.4,370.27,379.76,378.91,1677490.0,305.9306,372.68,1.6717
2007-06-05,380.98,370.0,378.6,379.53,1786595.0,306.4312,378.91,0.1636
2007-06-06,390.91,365.23,383.0,366.62,2064120.0,296.0077,379.53,-3.4016
2007-06-07,367.94,360.0,364.4,363.94,1848070.0,293.8438,366.62,-0.731
2007-06-08,363.9,348.0,363.9,349.92,4107095.0,282.5241,363.94,-3.8523
2007-06-11,363.59,348.42,351.0,351.69,3076710.0,283.9532,349.92,0.5058
2007-06-12,358.94,346.32,351.76,355.89,2196185.0,290.9849,351.69,1.1942
2007-06-13,353.01,348.6,351.2,350.25,618805.0,286.3734,355.89,-1.5848
2007-06-14,366.5,344.8,355.0,364.91,2171035.0,298.3597,350.25,4.1856
2007-06-15,367.0,354.02,364.0,357.14,2072280.0,292.0069,364.91,-2.1293
2007-06-18,364.0,351.42,360.9,353.24,1742965.0,288.8181,357.14,-1.092
2007-06-19,358.96,348.0,355.8,354.23,2264550.0,289.6275,353.24,0.2803
2007-06-20,364.4,357.12,359.4,362.91,2439465.0,296.7246,354.23,2.4504
2007-06-21,372.0,361.01,362.8,370.39,3115530.0,302.8404,362.91,2.0611
